!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:18:40' objTablesVersion='1.0.5' level='1.0' version='0.1'											
!Reference	!QuantityType	!Mean	!Std	!Sign	!Unit	!Compound:SBML:species:id	!Reaction:SBML:reaction:id	!Organism	!Reaction:Identifiers:kegg.reaction	!Compound:Identifiers:kegg.compound	!UseAsPriorInformation
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Escherichia coli	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Escherichia coli	R00351	C00024	False
Brenda	Michaelis constant	0.3		0	mM	Acetyl_CoA_cyt	v27	Halobacterium salinarum	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	Agave americana	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	nan	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	OXA_cyt	v27	nan	R00351	C00036	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Gluconacetobacter europaeus	R00351	C00024	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Nitrosomonas sp.	R00351	C00024	False
Brenda	Michaelis constant	0.2		0	mM	Acetyl_CoA_cyt	v27	Mesorhizobium ciceri	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Mesorhizobium ciceri	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Emericella nidulans	R00351	C00024	False
Brenda	Michaelis constant	0.6		0	mM	OXA_cyt	v27	Emericella nidulans	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Geobacter sulfurreducens	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Geobacter sulfurreducens	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Geobacter sulfurreducens	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Geobacter sulfurreducens	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	Sus scrofa	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Sus scrofa	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	Sus scrofa	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	Acetyl_CoA_cyt	v27	Sus scrofa	R00351	C00024	False
Brenda	Michaelis constant	0.1		0	mM	Acetyl_CoA_cyt	v27	nan	R00351	C00024	False
Brenda	Michaelis constant	0.0		0	mM	CoA_cyt	v27	nan	R00351	C00010	False
Brenda	Michaelis constant	0.0		0	mM	OXA_cyt	v27	nan	R00351	C00036	False
Brenda	Michaelis constant	0.0		0	mM	CoA_cyt	v27	nan	R00351	C00010	False
yeastGFP	concentration of enzyme	6920.0		0	molecules/cell	nan	v17	Saccharomyces cerevisiae	R01082	nan	False
Brenda	product catalytic rate constant	690.0		0	1/s	nan	v17	nan	R01082	C00122	False
Brenda	product catalytic rate constant	51.7		0	1/s	nan	v17	Escherichia coli	R01082	C00122	False
Brenda	substrate catalytic rate constant	540.0		0	1/s	nan	v17	nan	R01082	C00711	False
Brenda	substrate catalytic rate constant	11.2		0	1/s	nan	v17	Escherichia coli	R01082	C00711	False
NIST	equilibrium constant	0.5		0	dimensionless	nan	v17	nan	R01082	nan	False
NIST	equilibrium constant	0.4		0	dimensionless	nan	v17	nan	R01082	nan	False
NIST	equilibrium constant	0.3		0	dimensionless	nan	v17	nan	R01082	nan	False
NIST	equilibrium constant	0.2		0	dimensionless	nan	v17	nan	R01082	nan	False
NIST	equilibrium constant	0.2		0	dimensionless	nan	v17	nan	R01082	nan	False
NIST	equilibrium constant	0.1		0	dimensionless	nan	v17	nan	R01082	nan	False
Brenda	Michaelis constant	0.3		0	mM	Fum	v17	nan	R01082	C00122	False
Brenda	Michaelis constant	2.4		0	mM	Mal	v17	nan	R01082	C00149	False
Brenda	Michaelis constant	0.1		0	mM	Fum	v17	Sulfolobus solfataricus	R01082	C00122	False
Brenda	Michaelis constant	0.1		0	mM	Mal	v17	Escherichia coli	R01082	C00149	False
Brenda	Michaelis constant	0.6		0	mM	Fum	v17	Escherichia coli	R01082	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Mal	v17	Escherichia coli	R01082	C00149	False
Brenda	Michaelis constant	1.7		0	mM	Fum	v17	Escherichia coli	R01082	C00122	False
Brenda	Michaelis constant	0.2		0	mM	Fum	v17	Escherichia coli	R01082	C00122	False
Brenda	Michaelis constant	0.4		0	mM	Fum	v17	Escherichia coli	R01082	C00122	False
Brenda	Michaelis constant	2.9		0	mM	Mal	v17	Escherichia coli	R01082	C00149	False
Brenda	Michaelis constant	8.8		0	mM	Fum	v17	Campylobacter jejuni	R01082	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Fum	v17	Rattus norvegicus	R01082	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Fum	v17	Sus scrofa	R01082	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Fum	v17	Sus scrofa	R01082	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Mal	v17	Sus scrofa	R01082	C00149	False
Brenda	Michaelis constant	0.1		0	mM	Fum	v17	Sus scrofa	R01082	C00122	False
Brenda	Michaelis constant	0.1		0	mM	Fum	v17	Sus scrofa	R01082	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Fum	v17	Euglena gracilis	R01082	C00122	False
yeastGFP	concentration of enzyme	7600.0		0	molecules/cell	nan	v35	Saccharomyces cerevisiae	R00115	nan	False
Brenda	inhibitory constant	0.1		0	mM	NADP_p	v35	Homo sapiens	R00115	C00006	False
Brenda	inhibitory constant	0.1		0	mM	FAD	v35	Homo sapiens	R00115	C00016	False
Brenda	inhibitory constant	0.1		0	mM	NADP_p	v35	Homo sapiens	R00115	C00006	False
Brenda	inhibitory constant	0.5		0	mM	NADH_cyt	v35	Homo sapiens	R00115	C00004	False
Brenda	inhibitory constant	0.0		0	mM	NADP_p	v35	Homo sapiens	R00115	C00006	False
Brenda	inhibitory constant	0.0		0	mM	NADP_p	v35	Homo sapiens	R00115	C00006	False
Brenda	inhibitory constant	0.0		0	mM	NADPH	v35	Homo sapiens	R00115	C00005	False
Brenda	inhibitory constant	0.1		0	mM	NADP_p	v35	Homo sapiens	R00115	C00006	False
Brenda	inhibitory constant	0.0		0	mM	NADP_p	v35	Homo sapiens	R00115	C00006	False
NIST	equilibrium constant	0.1		0	dimensionless	nan	v35	nan	R00115	nan	False
NIST	equilibrium constant	0.0		0	dimensionless	nan	v35	nan	R00115	nan	False
yeastGFP	concentration of enzyme	21100.0		0	molecules/cell	nan	v1	Saccharomyces cerevisiae	R00299	nan	False
yeastGFP	concentration of enzyme	40800.0		0	molecules/cell	nan	v1	Saccharomyces cerevisiae	R00299	nan	False
yeastGFP	concentration of enzyme	114000.0		0	molecules/cell	nan	v1	Saccharomyces cerevisiae	R00299	nan	False
Brenda	inhibitory constant	0.2		0	mM	Cit_cyt	v1	Aspergillus niger	R00299	C00158	False
Brenda	inhibitory constant	0.0		0	mM	AMP	v1	Entamoeba histolytica	R00299	C00020	False
Brenda	inhibitory constant	0.0		0	mM	AMP	v1	Entamoeba histolytica	R00299	C00020	False
Brenda	inhibitory constant	0.9		0	mM	F6P	v1	Bubalus bubalis	R00299	C00085	False
Brenda	inhibitory constant	17.9		0	mM	Pi	v1	Bubalus bubalis	R00299	C00009	False
Brenda	inhibitory constant	33.0		0	mM	Pi	v1	Homo sapiens	R00299	C00009	False
Brenda	inhibitory constant	35.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	6.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	5.3		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	17.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	18.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	15.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	13.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	60.0		0	mM	Pi	v1	Rattus norvegicus	R00299	C00009	False
Brenda	inhibitory constant	0.5		0	mM	F6P	v1	Sus scrofa	R00299	C00085	False
Brenda	inhibitory constant	8.0		0	mM	PEP	v1	Sus scrofa	R00299	C00074	False
Brenda	inhibitory constant	7.8		0	mM	Pi	v1	Sus scrofa	R00299	C00009	False
NIST	equilibrium constant	123.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	1310.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	139.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	154.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	172.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	186.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	193.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	203.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	205.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	222.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	230.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	245.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	249.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	277.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	286.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	300.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	304.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	340.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	430.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	618.0		0	dimensionless	nan	v1	nan	R00299	nan	False
NIST	equilibrium constant	88.0		0	dimensionless	nan	v1	nan	R00299	nan	False
yeastGFP	concentration of enzyme	9970.0		0	molecules/cell	nan	v9	Saccharomyces cerevisiae	R01699	nan	False
yeastGFP	concentration of enzyme	100000.0		0	molecules/cell	nan	v9	Saccharomyces cerevisiae	R01699	nan	False
Brenda	inhibitory constant	0.3		0	mM	nan	v9	Saccharomyces pastorianus	R01699	C00048	False
Brenda	inhibitory constant	0.0		0	mM	NADH	v9	Ricinus communis	R01699	C00004	False
Brenda	inhibitory constant	0.0		0	mM	Acetyl_CoA	v9	Ricinus communis	R01699	C00024	False
Brenda	inhibitory constant	31.0		0	mM	Pyr	v9	Azotobacter vinelandii	R01699	C00022	False
Brenda	inhibitory constant	37.0		0	mM	Pyr	v9	Azotobacter vinelandii	R01699	C00022	False
Brenda	inhibitory constant	0.0		0	mM	Pyr	v9	nan	R01699	C00022	False
Brenda	inhibitory constant	1.0		0	mM	Pyr	v9	nan	R01699	C00022	False
Brenda	inhibitory constant	0.0		0	mM	Pyr	v9	nan	R01699	C00022	False
Brenda	inhibitory constant	0.0		0	mM	Pyr	v9	nan	R01699	C00022	False
Brenda	inhibitory constant	8.6		0	mM	Cit_cyt	v9	Sus scrofa	R01699	C00158	False
yeastGFP	concentration of enzyme	10500.0		0	molecules/cell	nan	v12	Saccharomyces cerevisiae	R00709	nan	False
yeastGFP	concentration of enzyme	43100.0		0	molecules/cell	nan	v12	Saccharomyces cerevisiae	R00709	nan	False
Brenda	substrate catalytic rate constant	21.3		0	1/s	NADP_p	v12	nan	R00709	C00006	False
Brenda	inhibitory constant	0.3		0	mM	NADPH	v12	nan	R00709	C00005	False
Brenda	inhibitory constant	0.2		0	mM	NADH	v12	nan	R00709	C00004	False
Brenda	inhibitory constant	0.1		0	mM	NADH	v12	Yarrowia lipolytica	R00709	C00004	False
Brenda	Michaelis constant	0.2		0	mM	NAD_p	v12	nan	R00709	C00003	False
Brenda	Michaelis constant	0.1		0	mM	IsoCit	v12	nan	R00709	C00311	False
Brenda	Michaelis constant	0.3		0	mM	NAD_p	v12	nan	R00709	C00003	False
Brenda	Michaelis constant	0.3		0	mM	NAD_p	v12	Pseudomonas sp.	R00709	C00003	False
Brenda	Michaelis constant	0.0		0	mM	IsoCit	v12	Cupriavidus necator	R00709	C00311	False
Brenda	Michaelis constant	0.3		0	mM	NAD_p	v12	Cupriavidus necator	R00709	C00003	False
Brenda	Michaelis constant	0.1		0	mM	NAD_p	v12	Yarrowia lipolytica	R00709	C00003	False
Brenda	Michaelis constant	0.6		0	mM	IsoCit	v12	Yarrowia lipolytica	R00709	C00311	False
Brenda	Michaelis constant	0.2		0	mM	NAD_p	v12	nan	R00709	C00003	False
Brenda	Michaelis constant	6.6		0	mM	NADP_p	v12	nan	R00709	C00006	False
Brenda	Michaelis constant	0.0		0	mM	NADP_p	v12	Escherichia coli	R00709	C00006	False
Brenda	Michaelis constant	5.8		0	mM	NADP_p	v12	Escherichia coli	R00709	C00006	False
Brenda	Michaelis constant	4.7		0	mM	NAD_p	v12	Escherichia coli	R00709	C00003	False
Brenda	Michaelis constant	0.1		0	mM	NAD_p	v12	Escherichia coli	R00709	C00003	False
Brenda	Michaelis constant	0.0		0	mM	NAD_p	v12	Homo sapiens	R00709	C00003	False
Brenda	Michaelis constant	2.0		0	mM	IsoCit	v12	Homo sapiens	R00709	C00311	False
Brenda	Michaelis constant	0.9		0	mM	IsoCit	v12	Homo sapiens	R00709	C00311	False
Brenda	Michaelis constant	2.2		0	mM	IsoCit	v12	Homo sapiens	R00709	C00311	False
Brenda	Michaelis constant	0.0		0	mM	NAD_p	v12	Homo sapiens	R00709	C00003	False
Brenda	Michaelis constant	1.8		0	mM	IsoCit	v12	Homo sapiens	R00709	C00311	False
Brenda	Michaelis constant	0.3		0	mM	IsoCit	v12	Homo sapiens	R00709	C00311	False
Brenda	Michaelis constant	0.8		0	mM	IsoCit	v12	Homo sapiens	R00709	C00311	False
Brenda	Michaelis constant	0.1		0	mM	NAD_p	v12	Homo sapiens	R00709	C00003	False
Brenda	Michaelis constant	0.1		0	mM	IsoCit	v12	Saccharomyces cerevisiae	R00709	C00311	False
Brenda	Michaelis constant	0.5		0	mM	IsoCit	v12	Bos taurus	R00709	C00311	False
Brenda	Michaelis constant	0.1		0	mM	NAD_p	v12	Bos taurus	R00709	C00003	False
yeastGFP	concentration of enzyme	19300.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	10100.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	4490.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	4550.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	5590.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	6140.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	39900.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
yeastGFP	concentration of enzyme	35700.0		0	molecules/cell	nan	v25	Saccharomyces cerevisiae	R02161	nan	False
Brenda	substrate catalytic rate constant	3.3		0	1/s	nan	v25	Saccharomyces cerevisiae	R02161	C02021	False
Brenda	substrate catalytic rate constant	3.7		0	1/s	nan	v25	Saccharomyces cerevisiae	R02161	C02021	False
Brenda	substrate catalytic rate constant	66.7		0	1/s	nan	v25	Bos taurus	R02161	C02021	False
Brenda	substrate catalytic rate constant	0.3		0	1/s	nan	v25	Neurospora crassa	R02161	C02021	False
Brenda	substrate catalytic rate constant	1.1		0	1/s	nan	v25	Rhodobacter capsulatus	R02161	C02021	False
Brenda	substrate catalytic rate constant	0.8		0	1/s	nan	v25	Bacillus sp.	R02161	C02021	False
Brenda	substrate catalytic rate constant	3.9		0	1/s	nan	v25	Rhodospirillum rubrum	R02161	C02021	False
Brenda	substrate catalytic rate constant	1.3		0	1/s	nan	v25	Rhodospirillum rubrum	R02161	C02021	False
Brenda	substrate catalytic rate constant	0.1		0	1/s	nan	v25	Rhodobacter sphaeroides	R02161	C02021	False
Brenda	substrate catalytic rate constant	2.1		0	1/s	nan	v25	Rhodobacter sphaeroides	R02161	C02021	False
Brenda	substrate catalytic rate constant	82.0		0	1/s	nan	v25	Saccharomyces cerevisiae	R02161	C00524	False
Brenda	substrate catalytic rate constant	10.3		0	1/s	nan	v25	Bos taurus	R02161	C00524	False
Brenda	substrate catalytic rate constant	13.3		0	1/s	nan	v25	Bos taurus	R02161	C00524	False
Brenda	substrate catalytic rate constant	10.2		0	1/s	nan	v25	Bos taurus	R02161	C00524	False
Brenda	substrate catalytic rate constant	25.0		0	1/s	nan	v25	Bos taurus	R02161	C00524	False
Brenda	substrate catalytic rate constant	7.8		0	1/s	nan	v25	Paracoccus denitrificans	R02161	C00524	False
Brenda	substrate catalytic rate constant	8.3		0	1/s	nan	v25	Paracoccus denitrificans	R02161	C00524	False
Brenda	substrate catalytic rate constant	25.0		0	1/s	nan	v25	Rhodobacter sphaeroides	R02161	C00524	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Saccharomyces cerevisiae	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Saccharomyces cerevisiae	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Bos taurus	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	nan	v25	Bos taurus	R02161	C00524	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Bos taurus	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Bos taurus	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Bos taurus	R02161	C00390	False
Brenda	Michaelis constant	0.1		0	mM	QH2	v25	Bos taurus	R02161	C00390	False
Brenda	Michaelis constant	0.1		0	mM	QH2	v25	Rhodopseudomonas palustris	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Helianthus tuberosus	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Rhodobacter sphaeroides	R02161	C00390	False
Brenda	Michaelis constant	0.0		0	mM	QH2	v25	Homo sapiens	R02161	C00390	False
yeastGFP	concentration of enzyme	18400.0		0	molecules/cell	nan	v15	Saccharomyces cerevisiae	R00432	nan	False
NIST	equilibrium constant	0.5		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.5		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.5		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.6		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.6		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.6		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.7		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.8		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.8		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	0.8		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.0		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.3		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.5		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.6		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.7		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.7		0	dimensionless	nan	v15	nan	R00432	nan	False
NIST	equilibrium constant	1.7		0	dimensionless	nan	v15	nan	R00432	nan	False
Brenda	inhibitory constant	57.0		0	mM	PYR_cyt	v7	Plasmodium falciparum	R00703	C00022	False
Brenda	inhibitory constant	66.0		0	mM	PYR_cyt	v7	Plasmodium berghei	R00703	C00022	False
Brenda	inhibitory constant	1.6		0	mM	PYR_cyt	v7	Gadus morhua	R00703	C00022	False
Brenda	inhibitory constant	0.4		0	mM	NADPH	v7	Thermoanaerobacter ethanolicus	R00703	C00005	False
NIST	equilibrium constant	0.0		0	dimensionless	nan	v7	nan	R00703	nan	False
yeastGFP	concentration of enzyme	7920.0		0	molecules/cell	nan	v16	Saccharomyces cerevisiae	R02164	nan	False
yeastGFP	concentration of enzyme	9540.0		0	molecules/cell	nan	v16	Saccharomyces cerevisiae	R02164	nan	False
yeastGFP	concentration of enzyme	238.0		0	molecules/cell	nan	v16	Saccharomyces cerevisiae	R02164	nan	False
yeastGFP	concentration of enzyme	10400.0		0	molecules/cell	nan	v16	Saccharomyces cerevisiae	R02164	nan	False
Brenda	product catalytic rate constant	20.0		0	1/s	nan	v16	Wolinella succinogenes	R02164	C00122	False
Brenda	product catalytic rate constant	133.0		0	1/s	nan	v16	Wolinella succinogenes	R02164	C00122	False
Brenda	substrate catalytic rate constant	0.3		0	1/s	nan	v16	Bos taurus	R02164	C00497	False
Brenda	substrate catalytic rate constant	0.1		0	1/s	Mal	v16	Bos taurus	R02164	C00149	False
Brenda	substrate catalytic rate constant	3.6		0	1/s	nan	v16	Saccharomyces cerevisiae	R02164	C15494	False
Brenda	substrate catalytic rate constant	60.0		0	1/s	nan	v16	Saccharomyces cerevisiae	R02164	C15494	False
Brenda	inhibitory constant	0.0		0	mM	Fum	v16	Bos taurus	R02164	C00122	False
Brenda	inhibitory constant	0.0		0	mM	OXA	v16	Bos taurus	R02164	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA	v16	Glycine max	R02164	C00036	False
Brenda	inhibitory constant	0.0		0	mM	OXA	v16	Vigna radiata	R02164	C00036	False
Brenda	inhibitory constant	0.0		0	mM	QH2	v16	Escherichia coli	R02164	C00390	False
Brenda	substrate catalytic rate constant	28.3		0	1/s	nan	v16	Bos taurus	R02164	C00042	False
Brenda	substrate catalytic rate constant	167.0		0	1/s	nan	v16	Bos taurus	R02164	C00399	False
Brenda	substrate catalytic rate constant	83.3		0	1/s	nan	v16	Bos taurus	R02164	C00042	False
Brenda	substrate catalytic rate constant	10.0		0	1/s	nan	v16	Paracoccus denitrificans	R02164	C00042	False
Brenda	substrate catalytic rate constant	260.0		0	1/s	nan	v16	Paracoccus denitrificans	R02164	C00042	False
Brenda	substrate catalytic rate constant	13.0		0	1/s	nan	v16	Wolinella succinogenes	R02164	C00042	False
Brenda	substrate catalytic rate constant	90.0		0	1/s	nan	v16	Escherichia coli	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Suc	v16	Bos taurus	R02164	C00042	False
Brenda	Michaelis constant	0.1		0	mM	Suc	v16	Bos taurus	R02164	C00042	False
Brenda	Michaelis constant	0.3		0	mM	Suc	v16	Bos taurus	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Bos taurus	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Suc	v16	Bos taurus	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Fum	v16	Bos taurus	R02164	C00122	False
Brenda	Michaelis constant	2.2		0	mM	Mal	v16	Bos taurus	R02164	C00149	False
Brenda	Michaelis constant	0.2		0	mM	Fum	v16	Bos taurus	R02164	C00122	False
Brenda	Michaelis constant	1.5		0	mM	nan	v16	Bos taurus	R02164	C00497	False
Brenda	Michaelis constant	1.5		0	mM	Suc	v16	Bos taurus	R02164	C00042	False
Brenda	Michaelis constant	0.1		0	mM	Suc	v16	Bos taurus	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Paracoccus denitrificans	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Paracoccus denitrificans	R02164	C00399	False
Brenda	Michaelis constant	0.3		0	mM	Suc	v16	Paracoccus denitrificans	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Ascaris suum	R02164	C00399	False
Brenda	Michaelis constant	0.1		0	mM	Fum	v16	Ascaris suum	R02164	C00122	False
Brenda	Michaelis constant	0.6		0	mM	Suc	v16	Ascaris suum	R02164	C00042	False
Brenda	Michaelis constant	0.2		0	mM	Suc	v16	Ascaris suum	R02164	C00042	False
Brenda	Michaelis constant	0.5		0	mM	Fum	v16	Ascaris suum	R02164	C00122	False
Brenda	Michaelis constant	2.2		0	mM	Fum	v16	Helicobacter pylori	R02164	C00122	False
Brenda	Michaelis constant	0.8		0	mM	Fum	v16	Helicobacter pylori	R02164	C00122	False
Brenda	Michaelis constant	0.2		0	mM	Suc	v16	Rhodospirillum rubrum	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Sulfolobus sp.	R02164	C00399	False
Brenda	Michaelis constant	0.3		0	mM	Suc	v16	Sulfolobus sp.	R02164	C00042	False
Brenda	Michaelis constant	0.4		0	mM	Fum	v16	Wolinella succinogenes	R02164	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Suc	v16	Desulfobulbus elongatus	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Fum	v16	Desulfobulbus elongatus	R02164	C00122	False
Brenda	Michaelis constant	0.0		0	mM	Suc	v16	Escherichia coli	R02164	C00042	False
Brenda	Michaelis constant	2.0		0	mM	Suc	v16	Escherichia coli	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Suc	v16	Escherichia coli	R02164	C00042	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
Brenda	Michaelis constant	0.0		0	mM	Q	v16	Escherichia coli	R02164	C00399	False
Brenda	Michaelis constant	0.4		0	mM	Fum	v16	Escherichia coli	R02164	C00122	False
