!!ObjTables schema='SBtab' type='Data' tableFormat='row' class='Quantity' name='Quantity' date='2020-07-18 12:15:02' objTablesVersion='1.0.5' ionicStrength='0.1' ionicStrengthUnit='mM' pH='7.0' temperature='298.15' temperatureUnit='kelvin' unit='kJ/mol',,,,,,
!Comment,!QuantityType,!Mean,!Std,!Sign,!Identifiers:kegg.reaction,!UseAsPriorInformation
,standard Gibbs energy of reaction,-4.9,9.9,0,R08329,False
,standard Gibbs energy of reaction,-43.5,7.7,0,R08330,False
,standard Gibbs energy of reaction,-31.3,3.9,0,R08331,False
,standard Gibbs energy of reaction,-26.5,8.0,0,R08332,False
,standard Gibbs energy of reaction,-343.4,7.0,0,R08333,False
,standard Gibbs energy of reaction,-301.0,7.5,0,R08334,False
,standard Gibbs energy of reaction,-43.5,7.7,0,R08335,False
,standard Gibbs energy of reaction,-4.9,8.8,0,R08336,False
,standard Gibbs energy of reaction,-0.9,8.6,0,R08337,False
,standard Gibbs energy of reaction,-154.3,8.3,0,R08338,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08339,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08340,False
,standard Gibbs energy of reaction,-128.7,33.0,0,R08341,False
,standard Gibbs energy of reaction,-117.4,29.9,0,R08342,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08343,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08344,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08345,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08346,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08347,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08348,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08349,False
,standard Gibbs energy of reaction,-1.9,49.3,0,R08350,False
,standard Gibbs energy of reaction,-1.9,49.7,0,R08351,False
,standard Gibbs energy of reaction,-22.7,34.8,0,R08352,False
,standard Gibbs energy of reaction,-22.8,45.1,0,R08353,False
,standard Gibbs energy of reaction,-23.7,21.8,0,R08354,False
,standard Gibbs energy of reaction,-24.5,34.7,0,R08355,False
,standard Gibbs energy of reaction,126.9,89.1,0,R08356,False
,standard Gibbs energy of reaction,99.0,78.4,0,R08357,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08358,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08359,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08360,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08361,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08362,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08363,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08364,False
,standard Gibbs energy of reaction,7.0,5.3,0,R08365,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08366,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08367,False
,standard Gibbs energy of reaction,15.4,14.9,0,R08368,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08369,False
,standard Gibbs energy of reaction,-180.1,28.8,0,R08370,False
,standard Gibbs energy of reaction,-1830.0,72.6,0,R08371,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08372,False
,standard Gibbs energy of reaction,-289.4,30.9,0,R08373,False
,standard Gibbs energy of reaction,-27.9,25.9,0,R08374,False
,standard Gibbs energy of reaction,4.9,45.6,0,R08375,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08376,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08377,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08378,False
,standard Gibbs energy of reaction,12.4,3.4,0,R08379,False
,standard Gibbs energy of reaction,33.2,43.4,0,R08380,False
,standard Gibbs energy of reaction,-5.6,42.3,0,R08381,False
,standard Gibbs energy of reaction,23.1,42.0,0,R08382,False
,standard Gibbs energy of reaction,24.0,42.0,0,R08383,False
,standard Gibbs energy of reaction,-170.4,42.7,0,R08384,False
,standard Gibbs energy of reaction,-36.9,41.9,0,R08385,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08386,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08387,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08388,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08389,False
,standard Gibbs energy of reaction,-396.2,41.0,0,R08390,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08391,False
,standard Gibbs energy of reaction,-409.5,40.8,0,R08392,False
,standard Gibbs energy of reaction,1756.6,18.5,0,R08393,False
,standard Gibbs energy of reaction,1715.6,19.0,0,R08394,False
,standard Gibbs energy of reaction,-260.0,35.6,0,R08395,False
,standard Gibbs energy of reaction,-24.8,18.6,0,R08396,False
,standard Gibbs energy of reaction,1761.5,16.3,0,R08397,False
,standard Gibbs energy of reaction,1715.6,19.0,0,R08398,False
,standard Gibbs energy of reaction,1720.5,16.8,0,R08399,False
,standard Gibbs energy of reaction,-72.9,20.4,0,R08400,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08401,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08402,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08403,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08404,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08405,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08406,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08407,False
,standard Gibbs energy of reaction,-113.9,16.9,0,R08408,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08409,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08410,False
,standard Gibbs energy of reaction,-148.5,5.3,0,R08411,False
,standard Gibbs energy of reaction,514.8,6.7,0,R08412,False
,standard Gibbs energy of reaction,452.7,7.6,0,R08413,False
,standard Gibbs energy of reaction,13.0,27.5,0,R08414,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08415,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08416,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08417,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08418,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08419,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08420,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08421,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08422,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08423,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08424,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08425,False
,standard Gibbs energy of reaction,170.8,28.0,0,R08426,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08427,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08428,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08429,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08430,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08431,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08432,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08433,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08434,False
,standard Gibbs energy of reaction,-402.6,10.2,0,R08435,False
,standard Gibbs energy of reaction,184.2,27.4,0,R08436,False
,standard Gibbs energy of reaction,89.0,28.2,0,R08437,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08438,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08439,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08440,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08441,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08442,False
,standard Gibbs energy of reaction,492.1,29.0,0,R08443,False
,standard Gibbs energy of reaction,62.8,22.9,0,R08444,False
,standard Gibbs energy of reaction,18.7,26.7,0,R08445,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08446,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08447,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08448,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08449,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08450,False
,standard Gibbs energy of reaction,-9.5,78.1,0,R08451,False
,standard Gibbs energy of reaction,-117.4,77.3,0,R08452,False
,standard Gibbs energy of reaction,-79.7,77.2,0,R08453,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08454,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08455,False
,standard Gibbs energy of reaction,-115.2,46.9,0,R08456,False
,standard Gibbs energy of reaction,56.9,46.9,0,R08457,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08458,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08459,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08460,False
,standard Gibbs energy of reaction,5.5,17.3,0,R08461,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08462,False
,standard Gibbs energy of reaction,244.0,8.2,0,R08463,False
,standard Gibbs energy of reaction,44.1,11.3,0,R08464,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08465,False
,standard Gibbs energy of reaction,44.1,11.3,0,R08466,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08467,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08468,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08469,False
,standard Gibbs energy of reaction,-52.1,54.7,0,R08470,False
,standard Gibbs energy of reaction,420.6,56.6,0,R08471,False
,standard Gibbs energy of reaction,349.0,58.9,0,R08472,False
,standard Gibbs energy of reaction,69.6,15.4,0,R08473,False
,standard Gibbs energy of reaction,276.2,30.1,0,R08474,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08475,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08476,False
,standard Gibbs energy of reaction,140.0,54.3,0,R08477,False
,standard Gibbs energy of reaction,1130.6,34.1,0,R08478,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08479,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08480,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08481,False
,standard Gibbs energy of reaction,6.2,24.6,0,R08482,False
,standard Gibbs energy of reaction,127.3,32.1,0,R08483,False
,standard Gibbs energy of reaction,45.2,33.6,0,R08484,False
,standard Gibbs energy of reaction,-154.3,39.6,0,R08485,False
,standard Gibbs energy of reaction,-33.2,51.8,0,R08486,False
,standard Gibbs energy of reaction,-39.9,72.7,0,R08487,False
,standard Gibbs energy of reaction,-271.8,108.2,0,R08488,False
,standard Gibbs energy of reaction,204.2,107.9,0,R08489,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08490,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08491,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08492,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08494,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08495,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08496,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08497,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08498,False
,standard Gibbs energy of reaction,48.1,17.5,0,R08499,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08500,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08501,False
,standard Gibbs energy of reaction,-80.7,21.0,0,R08502,False
,standard Gibbs energy of reaction,-2.5,4.4,0,R08503,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08505,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08506,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08507,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08508,False
,standard Gibbs energy of reaction,466.2,20.3,0,R08509,False
,standard Gibbs energy of reaction,-24.8,37.0,0,R08510,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08511,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08512,False
,standard Gibbs energy of reaction,101.0,26.9,0,R08513,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08514,False
,standard Gibbs energy of reaction,2.7,2.6,0,R08515,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08516,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08517,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08518,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08519,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08520,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08521,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08522,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08523,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08524,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08525,False
,standard Gibbs energy of reaction,-360.7,8.5,0,R08527,False
,standard Gibbs energy of reaction,-72.9,20.4,0,R08528,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08529,False
,standard Gibbs energy of reaction,5.3,32.6,0,R08530,False
,standard Gibbs energy of reaction,5.3,32.6,0,R08531,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08532,False
,standard Gibbs energy of reaction,-57.7,9.1,0,R08533,False
,standard Gibbs energy of reaction,0.6,13.9,0,R08534,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08535,False
,standard Gibbs energy of reaction,14.1,5.1,0,R08536,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08537,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08538,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08539,False
,standard Gibbs energy of reaction,-266.5,29.8,0,R08540,False
,standard Gibbs energy of reaction,-314.8,41.4,0,R08541,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08542,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08543,False
,standard Gibbs energy of reaction,-17.8,4.8,0,R08544,False
,standard Gibbs energy of reaction,-332.8,31.8,0,R08545,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08546,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08547,False
,standard Gibbs energy of reaction,-10.9,2.6,0,R08548,False
,standard Gibbs energy of reaction,-27.2,7.7,0,R08549,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08550,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08551,False
,standard Gibbs energy of reaction,26.4,9.4,0,R08553,False
,standard Gibbs energy of reaction,-5.9,10.8,0,R08555,False
,standard Gibbs energy of reaction,19.2,2.4,0,R08557,False
,standard Gibbs energy of reaction,20.1,2.4,0,R08558,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08559,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08560,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08561,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08562,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08563,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08564,False
,standard Gibbs energy of reaction,-1.9,14.2,0,R08566,False
,standard Gibbs energy of reaction,-2.6,14.3,0,R08567,False
,standard Gibbs energy of reaction,-18.4,10.3,0,R08568,False
,standard Gibbs energy of reaction,-49.1,15.8,0,R08569,False
,standard Gibbs energy of reaction,18.3,5.8,0,R08570,False
,standard Gibbs energy of reaction,-70.4,6.6,0,R08571,False
,standard Gibbs energy of reaction,-6.7,1.4,0,R08572,False
,standard Gibbs energy of reaction,21.1,4.5,0,R08573,False
,standard Gibbs energy of reaction,2.1,34.2,0,R08574,False
,standard Gibbs energy of reaction,-0.7,2.8,0,R08575,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08576,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08577,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08578,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08579,False
,standard Gibbs energy of reaction,-27.2,4.3,0,R08583,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08584,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08585,False
,standard Gibbs energy of reaction,615.5,16.2,0,R08586,False
,standard Gibbs energy of reaction,-13.8,15.0,0,R08587,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08588,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08589,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08590,False
,standard Gibbs energy of reaction,1.6,28.3,0,R08591,False
,standard Gibbs energy of reaction,0.0,25.2,0,R08593,False
,standard Gibbs energy of reaction,288.9,24.4,0,R08594,False
,standard Gibbs energy of reaction,246.0,28.1,0,R08595,False
,standard Gibbs energy of reaction,1304.2,33.4,0,R08596,False
,standard Gibbs energy of reaction,0.0,25.2,0,R08597,False
,standard Gibbs energy of reaction,59.4,26.6,0,R08598,False
,standard Gibbs energy of reaction,-38.1,11.7,0,R08600,False
,standard Gibbs energy of reaction,-30.6,11.1,0,R08601,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08602,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08603,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08604,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08605,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08606,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08607,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08608,False
,standard Gibbs energy of reaction,-298.0,9.5,0,R08609,False
,standard Gibbs energy of reaction,-488.6,16.1,0,R08610,False
,standard Gibbs energy of reaction,-548.7,16.2,0,R08611,False
,standard Gibbs energy of reaction,-271.4,2.7,0,R08612,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08613,False
,standard Gibbs energy of reaction,-269.4,2.3,0,R08614,False
,standard Gibbs energy of reaction,-25.1,4.9,0,R08615,False
,standard Gibbs energy of reaction,8.6,6.4,0,R08616,False
,standard Gibbs energy of reaction,-122.0,15.0,0,R08617,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08618,False
,standard Gibbs energy of reaction,-25.2,16.4,0,R08619,False
,standard Gibbs energy of reaction,6.4,16.4,0,R08620,False
,standard Gibbs energy of reaction,-62.2,17.3,0,R08621,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08622,False
,standard Gibbs energy of reaction,-25.3,16.6,0,R08623,False
,standard Gibbs energy of reaction,6.4,16.6,0,R08624,False
,standard Gibbs energy of reaction,-62.2,17.6,0,R08625,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08626,False
,standard Gibbs energy of reaction,-25.3,17.0,0,R08627,False
,standard Gibbs energy of reaction,6.4,17.0,0,R08628,False
,standard Gibbs energy of reaction,-62.2,18.0,0,R08629,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08630,False
,standard Gibbs energy of reaction,-25.2,17.4,0,R08631,False
,standard Gibbs energy of reaction,35.8,10.9,0,R08632,False
,standard Gibbs energy of reaction,31.7,10.2,0,R08633,False
,standard Gibbs energy of reaction,6.4,17.5,0,R08634,False
,standard Gibbs energy of reaction,23.8,5.6,0,R08635,False
,standard Gibbs energy of reaction,-62.2,18.5,0,R08636,False
,standard Gibbs energy of reaction,-33.7,8.0,0,R08637,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08638,False
,standard Gibbs energy of reaction,-7.4,1.5,0,R08639,False
,standard Gibbs energy of reaction,-25.3,18.0,0,R08640,False
,standard Gibbs energy of reaction,6.4,18.1,0,R08641,False
,standard Gibbs energy of reaction,-62.2,19.1,0,R08642,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08643,False
,standard Gibbs energy of reaction,-25.3,18.7,0,R08644,False
,standard Gibbs energy of reaction,6.4,18.7,0,R08645,False
,standard Gibbs energy of reaction,-62.2,19.8,0,R08646,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08647,False
,standard Gibbs energy of reaction,-21.9,9.7,0,R08648,False
,standard Gibbs energy of reaction,-267.0,12.4,0,R08650,False
,standard Gibbs energy of reaction,21.5,2.9,0,R08651,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08652,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08653,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08654,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08655,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08656,False
,standard Gibbs energy of reaction,-58.3,6.1,0,R08657,False
,standard Gibbs energy of reaction,-18.4,4.6,0,R08658,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08659,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08660,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08661,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08662,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08663,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08664,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08665,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08666,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08667,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08668,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08669,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08670,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08671,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08672,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08673,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08674,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08675,False
,standard Gibbs energy of reaction,-5.6,3.0,0,R08676,False
,standard Gibbs energy of reaction,30.8,10.2,0,R08677,False
,standard Gibbs energy of reaction,-377.0,23.5,0,R08678,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08680,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08681,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08682,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08683,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08684,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08685,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08686,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08687,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08688,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08689,False
,standard Gibbs energy of reaction,79.8,7.9,0,R08690,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08691,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08692,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08693,False
,standard Gibbs energy of reaction,-23.3,26.9,0,R08695,False
,standard Gibbs energy of reaction,-24.8,28.3,0,R08696,False
,standard Gibbs energy of reaction,-24.8,27.9,0,R08697,False
,standard Gibbs energy of reaction,-24.8,3.5,0,R08698,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08699,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08700,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08701,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08702,False
,standard Gibbs energy of reaction,0.0,21.8,0,R08704,False
,standard Gibbs energy of reaction,-7.3,20.6,0,R08705,False
,standard Gibbs energy of reaction,0.0,22.4,0,R08706,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08707,False
,standard Gibbs energy of reaction,0.0,22.0,0,R08708,False
,standard Gibbs energy of reaction,-6.4,21.0,0,R08709,False
,standard Gibbs energy of reaction,-7.3,21.0,0,R08710,False
,standard Gibbs energy of reaction,-7.3,21.0,0,R08711,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08712,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08713,False
,standard Gibbs energy of reaction,2.6,8.8,0,R08714,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08716,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08721,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08723,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08724,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08725,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08726,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08727,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08728,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08733,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08734,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08735,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08738,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08739,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08740,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08743,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08744,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08745,False
,standard Gibbs energy of reaction,0.0,29.1,0,R08746,False
,standard Gibbs energy of reaction,-72.9,87.1,0,R08747,False
,standard Gibbs energy of reaction,-72.9,39.2,0,R08748,False
,standard Gibbs energy of reaction,-72.9,48.7,0,R08749,False
,standard Gibbs energy of reaction,-72.9,58.3,0,R08750,False
,standard Gibbs energy of reaction,-72.9,67.9,0,R08751,False
,standard Gibbs energy of reaction,-72.9,77.5,0,R08752,False
,standard Gibbs energy of reaction,-72.9,87.1,0,R08753,False
,standard Gibbs energy of reaction,-60.2,36.2,0,R08754,False
,standard Gibbs energy of reaction,-60.2,32.4,0,R08755,False
,standard Gibbs energy of reaction,-60.2,29.6,0,R08756,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08757,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08758,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08759,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08760,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08761,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08762,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08763,False
,standard Gibbs energy of reaction,-453.4,13.4,0,R08764,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08765,False
,standard Gibbs energy of reaction,0.6,11.0,0,R08766,False
,standard Gibbs energy of reaction,-13.1,33.7,0,R08767,False
,standard Gibbs energy of reaction,-443.3,25.3,0,R08768,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08769,False
,standard Gibbs energy of reaction,-220.6,25.7,0,R08770,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08771,False
,standard Gibbs energy of reaction,-11.0,28.0,0,R08772,False
,standard Gibbs energy of reaction,-375.0,29.8,0,R08773,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08774,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08775,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08776,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08777,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08778,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08779,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08780,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08781,False
,standard Gibbs energy of reaction,-93.0,90.5,0,R08782,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08783,False
uncertainty is too high,standard Gibbs energy of reaction,,,0,R08784,False
